whole,part,jj,label,bin_label,response0,response1,response2,response3,response4
dish,edge,porcelain,4,1,4,4,4
bathroom,shelf,adjoining,4,1,4,4,3
window,word,open,0,0,2,0,0
leaf,edge,green,3,1,3,4,3
teddy bear,neck,white,4,1,3,4,4
baby,foot,young,4,1,4,4,4
refrigerator,side,open,0,0,2,0,0,1,0
pizza,spot,cold,4,1,4,4,4
boat,tip,tiny,4,1,4,4,3
building,tower,original,4,1,3,4,4
nose,nostril,black,4,1,4,4,3
bike,light,red,2,0,2,1,2
tail,part,forked,2,0,2,2,2
table,corner,above,4,1,4,4,3
hair,highlight,dark,1,0,1,0,1
boat,roof,open,2,0,2,3,2
car,glass,used,4,1,4,4,3
enclosure,wall,inner,4,1,4,3,4
bowl,fruit,circular,2,0,2,2,2
colt,head,young,4,1,4,4,4
window,sunlight,brown,0,0,1,0,0
cow,tag,red,2,0,2,2,2
train,word,long,2,0,2,1,2
kite,ribbon,blue,2,0,2,2,2
curtain,tie,white,3,1,3,3,3
bedroom,bed,old,2,0,2,2,2
sidewalk,block,wide,2,0,2,4,2
calf,nose,white,1,0,1,1,3
sink,base,dry,2,0,3,2,2
shelf,edge,wooden,4,1,3,4,4
ski,tip,flat,4,1,4,4,3
guy,short,old,2,0,2,2,2
donut,shadow,circular,3,1,3,4,3
mattress,sheet,old,2,0,2,1,2
mouse,wheel,white,3,1,3,2,3
keyboard,edge,white,3,1,3,3,4
water,part,warm,4,1,4,4,4
adult,hair,mature,4,1,4,4,4
park,bench,public,4,1,4,4,3
branch,orange,long,0,0,0,1,0
window,writing,clean,4,1,4,4,3
branch,orange,thin,2,0,2,2,0
seat,back,high,4,1,4,4,4
plant,pot,old,2,0,2,2,2
bus,edge,old,4,1,4,4,4
shelf,book,norwegian,2,0,2,2,4
toy,eye,classic,4,1,4,4,4
locomotive,window,american,4,1,4,3,4
zoo,wall,green,2,0,2,1,2
bathroom,tub,tiny,4,1,4,4,3
phone,antenna,tall,1,0,4,1,1
woman,back,walking,4,1,4,0,4
plate,knife,white,2,0,2,0,2
cup,straw,blue,2,0,2,1,2
motorcycle,word,black,1,0,1,1,1
beak,tip,hooked,4,1,4,4,3
building,graffiti,old,2,0,1,2,2
refrigerator,door,tall,4,1,4,4,3
woman,baby,poor,3,1,3,3,3
face,hand,hers,4,1,4,4,4
sign,frame,black,2,0,2,2,1
box,hole,grey,0,0,0,4,0
tree,bud,hollow,0,0,0,0,0
utensil,handle,metal,2,0,2,1,2
motorcycle,pipe,old,4,1,3,4,4
dump truck,wheel,old,3,1,3,4,3
horse,fur,black,4,1,4,4,4
shower,shelf,clean,4,1,4,3,4
animal,head,stuffed,4,1,4,4,3
bowl,chip,wooden,0,0,0,1,0
sign,print,black,1,0,1,1,1
guy,sock,old,2,0,1,2,2
bear,body,stuffed,4,1,4,4,4
neck,hair,skinny,2,0,2,2,0
mouse,wire,white,3,1,2,3,3
animal,ear,young,4,1,4,4,4
handlebar,grip,white,2,0,2,2,2
pear,stem,wild,4,1,4,4,4
fence,chain,wooden,0,0,0,1,0
cage,door,open,4,1,4,4,4
horse,foot,old,4,1,4,4,4
fridge,freezer,old,4,1,4,4,4
picture,border,black,2,0,2,2,2
river,ripple,blue,4,1,4,2,4
wing,feather,broken,2,0,3,2,2
wall,building,lateral,4,1,2,4,4
room,fireplace,empty,2,0,2,4,2
train,engine,red,2,0,3,2,2
truck,side,white,3,1,3,3,4
teddy bear,arm,forward,2,0,2,4,2
neck,line,long,2,0,1,2,2
horse,person,dead,2,0,2,2,2
armchair,arm,black,3,1,3,4,3
handle,hole,short,3,1,3,2,3
horse,forehead,old,4,1,4,4,4
pizza,tomato,cold,4,1,4,4,4
lemon,stem,rough,1,0,1,3,1
sink,edge,stainless,4,1,4,3,4
bus,screen,colorful,1,0,1,1,0
sky,reflection,hazy,3,1,4,3,3
bookshelf,book,dusty,3,1,3,3,3
child,forehead,young,4,1,4,4,4
skateboard,base,motorized,4,1,2,4,4
carpet,flower,magic,4,1,4,2,4
front,window,curved,4,1,4,4,4
doorway,frame,dark,3,1,3,3,4
clock tower,light,high,4,1,4,4,4
ground,brick,dry,4,1,4,4,4
tower,roof,round,3,1,3,2,3
tree,base,growing,4,1,4,3,4
stove,handle,hot,3,1,3,3,1
bear,shadow,white,1,0,0,1,1
tree,edge,green,2,0,4,2,2
pail,handle,purple,2,0,1,2,2
glass,drink,empty,4,1,0,4,4,4,4
zebra,eyelash,black,4,1,4,4,2
road,part,clean,3,1,3,3,3
sidewalk,part,concrete,4,1,4,4,4
vehicle,roof,yellow,3,1,4,3,3
animal,back,brown,3,1,3,3,3
floor,trim,grey,4,1,4,4,3
calf,nostril,white,3,1,3,3,1
mother,hand,widowed,0,0,0,0,4
helmet,stripe,white,1,0,1,1,1
stool,cushion,blue,2,0,2,1,2
orange,top,shiny,4,1,4,4,4
window,top,high,4,1,4,4,4
girl,nose,beautiful,3,1,2,3,3
giraffe,teeth,young,4,1,4,4,4
cat,foot,old,4,1,4,4,4
racquet,rim,green,3,1,2,3,3
short,spot,long,2,0,0,2,2
motorcycle,handle,red,2,0,2,1,2
bat,tip,wooden,4,1,4,4,4
couch,arm,soft,3,1,3,4,3
plane,bottom,vertical,4,1,4,4,4
skateboard,graphic,old,3,1,3,3,3
room,corner,darkened,4,1,4,4,4
refrigerator,freezer,domestic,4,1,4,4,4
beach,wave,white,2,0,2,2,2
fence,door,low,4,1,4,3,4
sand,pebble,fine,2,0,2,3,2
flower,bud,lotus,4,1,4,4,4
door,doorframe,white,3,1,3,3,2
mattress,sheet,firm,2,0,2,1,2
building,post,tall,4,1,4,4,3
salad,cucumber,fresh,4,1,4,4,3
horse,body,dead,4,1,4,4,4
toilet,tank,white,4,1,4,4,3
rose,leaf,white,1,0,1,4,1
trailer,writing,old,3,1,3,2,3
helmet,trim,white,3,1,4,3,3
table,drink,above,4,1,1,4,4
living room,chair,private,4,1,4,4,4
elephant,skin,grey,4,1,4,4,3
boarder,hair,regular,3,1,3,3,3
horse,eye,dead,4,1,4,4,4
goose,eye,fat,1,0,1,0,1
dress,sleeve,white,3,1,3,3,2
surfboard,tip,old,4,1,4,4,4
toy,hat,favourite,3,1,3,2,2,3,3
sandwich,pepper,round,1,0,1,1,2
couch,blanket,old,2,0,2,2,2
clock,reflection,green,3,1,3,3,4
girl,bow,pretty,2,0,3,2,2
shirt,bow,clean,4,1,4,3,4
plate,shadow,flat,4,1,4,3,4
batter,hand,ready,4,1,4,4,1
box,flower,grey,1,0,1,0,1
shed,roof,metal,3,1,3,3,3
ground,ball,dry,4,1,4,3,4
oven,control,moderate,4,1,2,4,4
pizza,pepper,cold,4,1,4,4,3
duck,tail,fat,1,0,1,1,1
elephant,head,gold,4,1,4,4,4
woman,bracelet,beautiful,2,0,2,3,2
garden,flower,beautiful,3,1,3,4,3
pump,hose,rotary,2,0,2,2,4
sink,part,grey,4,1,4,4,3
monitor,button,active,4,1,4,4,4
laptop,corner,open,4,1,3,4,4
bridge,rail,narrow,2,0,2,2,2
kite,tassel,long,2,0,2,3,2
leg,hair,artificial,4,1,4,4,4
rack,bar,wooden,4,1,4,2,4
station,platform,old,3,1,4,3,3
lady,boot,poor,0,0,0,0,3
finger,nail,cold,4,1,4,3,4
clock,stand,green,3,1,3,3,2
stove,light,warm,3,1,2,3,3
pigeon,beak,white,1,0,2,1,1
building,part,tall,2,0,2,2,2
car,seat,old,4,1,4,4,4
towel,edge,clean,4,1,4,4,4
building,bottom,original,3,1,3,4,3
trolley,headlight,electric,4,1,4,4,3
airplane,side,private,4,1,4,2,4
road,sign,empty,0,0,0,1,0
table,surface,glass,4,1,4,4,4
building,bell,old,3,1,3,4,3
he,coat,brown,2,0,2,2,2
tomato,part,fresh,4,1,4,4,4
shelf,book,high,4,1,4,4,4
dog,ball,white,2,0,2,2,1
plate,fork,empty,2,0,2,2,0
dog,foot,shaggy,3,1,3,3,4
bun,seed,brown,3,1,3,2,3
wall,opening,white,2,0,2,2,2
cupcake,wrapper,red,2,0,3,2,2
bed,linen,warm,4,1,3,4,4
sun,reflection,warm,0,0,0,3,0
house,porch,private,3,1,3,1,3
lid,handle,reusable,4,1,4,4,0
pizza,crust,hot,4,1,4,4,4
doll,ear,broken,2,0,2,2,2
car,light,used,4,1,0,4,4
bouquet,rose,fresh,4,1,4,4,4
plane,part,white,3,1,3,3,3
bottle,top,plastic,3,1,3,3,3
bottle,juice,red,2,0,2,2,2
ground,trash,white,2,0,2,2,2
duck,bill,fat,1,0,1,0,1
road,curb,empty,2,0,2,3,2
boy,back,young,4,1,4,4,4
shirt,letter,white,2,0,1,2,2
dump truck,tire,old,4,1,4,1,4
necklace,pendant,ruby,4,1,3,4,4
train,passenger,fast,2,0,2,2,0
cattle,head,far,4,1,4,4,4
guy,foot,young,4,1,4,4,4
face,whisker,light,3,1,3,3,4
glass,lid,broken,3,1,3,3,1
foot,toe,high,4,1,4,4,3
bridge,car,white,2,0,2,2,2
cow,thigh,white,4,1,4,3,4
shelf,edge,high,4,1,4,4,4
shelf,item,high,4,1,4,2,4
screen,part,white,4,1,4,2,4
post,part,metal,4,1,4,4,4
guy,cap,young,2,0,2,2,2
tower,side,lofty,4,1,3,4,4
dove,wing,gentle,0,0,0,4,0
pole,sticker,green,2,0,2,2,1
stove,oven,old,3,1,3,4,3
bush,snow,leafy,0,0,0,0,0
boy,tattoo,nice,2,0,2,2,2
sign,symbol,outward,4,1,4,4,3
kite,blue,high,4,1,4,4,4
lamp,top,lighted,4,1,4,4,3
chair,seat,empty,4,1,4,4,4
boat,bench,old,3,1,4,3,3
doll,face,white,4,1,4,4,4
oven,fan,black,3,1,3,4,3
zebra,end,striped,4,1,4,4,4
sky,section,clear,3,1,3,4,3
bus,door,public,4,1,4,4,4
jar,lid,sealed,4,1,4,4,4
fence,edge,barbed,3,1,4,3,3
kid,shirt,smart,2,0,2,2,0
truck,roof,old,3,1,3,4,3
building,walkway,original,3,1,3,3,3
picture,date,clear,3,1,4,3,3
laptop,monitor,windows,2,0,4,2,2
paper,picture,printed,4,1,1,4,4
field,section,grassy,3,1,4,3,3,4,3
animal,tongue,furry,1,0,1,0,1
girl,glass,looking,0,0,0,4,0
desk,drawer,cluttered,3,1,3,3,1
bike,plate,old,2,0,2,2,3
umpire,uniform,permanent,2,0,2,2,0
seagull,tail,white,3,1,2,3,3
goat,fur,white,4,1,4,4,3
sandwich,pickle,hot,1,0,1,4,1
vase,pattern,porcelain,4,1,3,4,4
statue,trunk,beautiful,4,1,4,4,3
plate,ridge,empty,4,1,4,4,4
biker,head,young,4,1,4,4,4
surfboard,reflection,miniature,4,1,4,4,3
fence,rod,wooden,3,1,3,3,3
hydrant,plug,open,2,0,2,2,4
bathroom,toilet,adjoining,4,1,4,0,4
room,floor,inner,4,1,4,4,4
fridge,door,white,4,1,4,4,4
water,bird,calm,2,0,2,2,2
t-shirt,sleeve,red,3,1,3,3,3
cellphone,case,black,2,0,2,2,2
tail,hair,straight,3,1,3,3,2
garage,door,closed,4,1,4,4,4
bus,windshield,black,2,0,2,2,0
table,candle,long,2,0,2,2,0
boot,snow,black,0,0,1,0,0
bear,lip,white,0,0,0,0,1
lady,head,beautiful,4,1,4,4,3
bird,part,male,4,1,4,3,4
wave,cap,white,4,1,2,4,4
ramp,edge,concrete,4,1,4,4,3
bathroom,light,shared,4,1,4,4,4
black cat,eye,old,4,1,4,4,4
guy,mouth,young,4,1,4,4,4
bottle,part,hot,4,1,3,4,4
female,foot,white,4,1,4,4,4
scarf,fringe,white,3,1,3,3,3
home,window,permanent,4,1,4,4,4
bench,design,concrete,3,1,3,3,3
flag,writing,british,3,1,0,3,3
bat,stripe,old,4,1,3,4,4
bat,handle,old,4,1,4,4,4
sand,rock,wet,3,1,3,4,3
airplane,jet,commercial,4,1,4,4,0
sand,print,wet,4,1,4,4,2
bull,face,brown,3,1,3,3,3
airplane,stripe,conventional,3,1,3,3,3
shirt,number,red,1,0,1,2,1
window,blind,brown,2,0,2,2,2
rider,shadow,young,4,1,4,4,0
donut,frosting,brown,2,0,4,2,2
airplane,name,conventional,2,0,2,2,3
sandwich,filling,round,3,1,3,3,3
baseball player,bat,defensive,4,1,4,0,4
scissors,tip,blunt,4,1,4,4,3
bottle,part,broken,3,1,3,3,2
bed,edge,dry,4,1,4,4,3
boat,bottom,wooden,4,1,4,4,4
building,number,old,3,1,3,3,3
engine,edge,old,3,1,4,3,3
mug,coffee,empty,4,1,4,3,4
appliance,handle,plastic,3,1,3,3,3
plane,tail,white,3,1,3,3,4
zipper,pull,old,4,1,4,3,4
baseball player,shirt,poor,0,0,0,3,0
toaster,cord,broken,2,0,1,2,2
zebra,shadow,striped,0,0,1,0,0
giraffe,teeth,tall,2,0,2,0,2
giraffe,ear,brown,3,1,3,3,4
trunk,stripe,old,4,1,4,4,3
pole,tip,metallic,4,1,4,4,4
vehicle,window,important,3,1,3,1,3
he,glass,brown,2,0,2,2,2
bird,leg,beautiful,3,1,3,3,3
boat,logo,white,1,0,1,2,1
horse,patch,dead,4,1,4,4,0
skateboard,truck,green,2,0,2,2,1
oven,control,black,2,0,3,2,2
elephant,eye,young,4,1,4,4,4
boy,head,young,4,1,4,4,4
park,tree,beautiful,3,1,3,3,4
sailboat,sail,tiny,3,1,3,3,4
blouse,button,white,2,0,2,3,2
hand,palm,open,4,1,4,4,4
vase,shadow,black,2,0,4,2,2
tire,tread,old,4,1,4,4,4
trolley,window,electric,1,0,1,4,1
road,side,empty,4,1,4,4,2
duck,foot,white,2,0,2,2,1
boy,face,young,4,1,4,4,4
horse,chest,old,4,1,4,4,4
building,facade,brown,4,1,4,3,4,3,4
statue,leg,bronze,4,1,4,4,4
shirt,tag,white,2,0,2,3,2
tennis player,wrist,poor,0,0,0,0,4
hair,braid,long,4,1,4,3,4
window,cat,high,4,1,4,4,4
giraffe,dot,brown,3,1,4,3,3
snowboard,letter,red,1,0,1,1,1
van,ladder,white,2,0,2,2,2
animal,shirt,brown,2,0,2,2,1
kitten,eye,young,4,1,4,4,4
bird,stomach,old,4,1,4,4,4
water,part,clear,4,1,4,4,3
horse,tail,blue,3,1,3,4,3
garage,window,old,3,1,3,3,3
shirt,line,white,1,0,1,1,1
skateboarder,knee,young,4,1,4,4,4
door,car,locked,4,1,4,4,4
wall,writing,high,2,0,2,1,2
building,detail,old,4,1,4,4,4
container,food,white,2,0,2,1,2
wall,decoration,high,2,0,2,3,2
truck,cab,open,2,0,2,4,2
street,sidewalk,clean,4,1,4,3,4
hill,rock,brown,2,0,2,2,2
face,beard,yellow,2,0,2,0,2
mountain,top,rocky,4,1,4,1,4
balcony,door,white,2,0,2,2,2,2,2
woman,bow,beautiful,2,0,2,2,2
house,siding,old,3,1,3,4,3
lamb,mouth,light,4,1,4,3,4
stool,top,angled,4,1,4,4,3
grass,field,long,2,0,2,4,2
horse,belt,old,2,0,2,2,2
water,shore,blue,1,0,1,4,1
church,roof,brown,2,0,3,2,2
toilet seat,cover,closed,4,1,4,4,4
train,front,regular,3,1,3,4,3
building,roof,original,4,1,4,3,4
skate,wheel,free,4,1,1,4,4
tree,frond,old,3,1,1,3,3
cow,body,dead,4,1,4,4,4
net,string,wide,4,1,4,1,4
plate,cake,dirty,4,1,4,3,4
door,rust,heavy,1,0,1,1,2
bus,rack,old,3,1,3,3,3
woman,glass,beautiful,2,0,2,2,2
pole,rust,long,0,0,3,0,0
pot,vegetable,fresh,2,0,1,2,2
concrete,crack,wet,4,1,4,4,3
plate,chip,white,2,0,4,2,2
city,skyline,old,4,1,4,4,3
ceiling,tile,white,4,1,4,3,4
airplane,hatch,white,3,1,3,3,2
plant,shadow,old,0,0,0,0,1
television,screen,public,4,1,4,4,4
branch,shadow,thin,4,1,4,4,3
surfboard,end,purple,2,0,2,2,3
lady,shoulder,dear,0,0,0,0,0
cake,icing,sweet,3,1,3,4,3
sneaker,lace,red,2,0,2,1,2
sink,knob,porcelain,0,0,0,0,0
bike,light,old,3,1,1,3,3
clock,top,green,3,1,3,3,3
sea,wave,deep,1,0,2,1,1
tractor,wheel,heavy,2,0,2,2,4
helmet,mask,golden,2,0,3,2,2
building,tower,brown,4,1,4,3,4
table,flower,long,2,0,2,1,2
room,floor,private,4,1,4,4,4
shower,shelf,cold,4,1,3,4,4
body,hand,dark,4,1,4,3,4
elephant,seat,wild,0,0,0,0,0
airport,light,commercial,4,1,4,4,0
statue,hand,colossal,4,1,3,4,4
dog,chest,dead,4,1,4,4,4
couple,umbrella,old,2,0,2,2,2
cockpit,glass,vertical,4,1,4,1,4
building,rock,brown,4,1,4,4,3
rail,part,metal,4,1,4,4,4
dog,nose,dead,4,1,4,4,4
door,train,locked,4,1,2,4,4
carriage,wheel,royal,4,1,4,3,4
giraffe,hump,brown,3,1,3,3,3
athlete,hair,natural,3,1,4,3,3
window,edge,clean,4,1,4,4,4
traffic light,light,dim,4,1,4,4,4
polar bear,head,white,4,1,4,4,4
roof,shingle,grey,4,1,3,4,4
rug,fringe,green,3,1,3,1,3
orange,spot,orange,2,0,2,2,1
cow,back,old,4,1,4,4,4
bus,trim,colorful,3,1,3,4,3
head,feather,dark,3,1,2,3,3
finger,fingernail,pointed,4,1,4,2,4
machine,button,white,2,0,2,1,2
floor,square,concrete,4,1,4,4,4
water,line,rippled,4,1,4,4,4
bread,butter,fresh,2,0,2,4,2
calf,tail,young,4,1,4,4,4
boat,hull,tiny,4,1,4,4,4
umpire,cap,white,2,0,2,1,2
bird,head,dead,4,1,4,4,4
baseball player,hand,professional,4,1,4,4,4
foot,strap,high,4,1,4,1,4
pony,head,old,4,1,4,4,4
painting,flower,historical,3,1,3,4,3
train,bottom,long,4,1,4,4,4
racket,shadow,held,0,0,0,0,0
mountain,shadow,tall,4,1,4,4,3
mountain,ridge,steep,4,1,4,4,4
branch,thorn,long,3,1,2,3,3
pot,handle,old,4,1,4,4,3
baby,thigh,healthy,3,1,3,3,4
window,cover,open,4,1,4,4,4
wall,moulding,white,3,1,3,2,3
dog,part,white,3,1,3,1,3
luggage,handle,light,4,1,3,4,4
cake,edge,round,4,1,4,4,4
building,letter,tall,3,1,2,3,3
skateboard,axle,old,3,1,3,3,4
face,stubble,yellow,1,0,2,1,1
coffee cup,handle,plastic,4,1,4,4,4
garage,door,white,3,1,3,4,3
bush,part,low,4,1,4,4,4
lamb,body,light,4,1,4,4,4
bench,post,wooden,3,1,3,3,4
bathroom,countertop,tiled,2,0,2,2,3
donkey,ear,young,4,1,4,4,4
door,part,wooden,4,1,4,1,4
surfboard,spot,regular,2,0,2,2,2
airplane,shadow,american,4,1,4,4,2
bowl,bean,empty,4,1,0,4,4,4,0
fire hydrant,eye,public,4,1,4,4,4
bench,word,gray,1,0,1,1,0
shower,rod,heavy,2,0,2,4,2
goat,leg,old,4,1,4,4,4
table,chair,long,0,0,2,0,0
cat,chin,old,4,1,4,4,4
counter,cabinet,black,3,1,3,2,3
jar,straw,clean,4,1,4,4,3
lady,necklace,beautiful,2,0,2,2,2
statue,hand,beautiful,4,1,4,3,4
jean,pocket,young,4,1,4,4,4
stove,dial,old,4,1,3,4,4
balcony,railing,high,4,1,4,3,4
bird,cheek,dead,4,1,4,4,4
elephant,spot,red,2,0,1,2,2
bus,wheel,yellow,2,0,2,2,1
food,sauce,raw,2,0,2,2,3
sidewalk,edge,wide,4,1,0,4,4
floor,plank,wooden,4,1,4,4,4
horse,face,black,3,1,3,3,3
batter,number,smooth,2,0,2,0,2
child,short,poor,0,0,0,0,0
stool,cushion,low,4,1,4,3,4
roof,tile,flat,2,0,2,4,2
cake,heart,round,0,0,0,0,0
window,train,high,4,1,4,4,4
dock,boat,wet,2,0,2,4,2
cap,bill,light,3,1,3,4,3
street,water,public,4,1,4,4,4
coffeepot,handle,battered,2,0,2,2,2
room,wall,private,4,1,4,4,4
building,cross,original,3,1,3,3,4
sign,triangle,black,2,0,2,0,2
mountain,peak,steep,4,1,4,3,4
train,cargo,long,3,1,4,3,3
ostrich,leg,american,4,1,4,4,4
object,shadow,external,4,1,3,4,4
child,hair,young,4,1,4,4,4
bike,muffler,old,4,1,4,4,3
car,light,silver,1,0,1,1,2
stroller,wheel,black,2,0,2,2,2
sink,basin,stainless,3,1,4,3,3
leg,stripe,broken,0,0,0,2,0
plate,bacon,thin,2,0,2,2,2
spectator,camera,passive,2,0,2,2,3
cabinet,shelf,french,4,1,4,4,4
ship,mast,black,2,0,2,2,2
table,stripe,long,4,1,4,4,4
plate,salad,white,0,0,0,1,0
animal,body,wild,4,1,4,4,4
boat,section,old,4,1,4,4,4
plane,word,vertical,4,1,4,2,4
suitcase,lining,dark,2,0,2,1,2
window,corner,high,4,1,4,3,4
duck,leg,white,1,0,2,1,1
boat,back,wooden,4,1,4,3,4
vehicle,plate,silver,1,0,1,1,1
person,elbow,human,4,1,4,4,4
bridge,pillar,old,4,1,4,4,3
donut,chocolate,stale,3,1,3,3,4
book,title,interesting,3,1,2,3,3
person,bat,human,0,0,0,0,0
bathroom,seat,shared,4,1,4,3,4
arm,elbow,long,2,0,2,2,1
cup,writing,empty,0,0,0,0,0
window,cover,brown,2,0,2,2,3
body,nose,foreign,4,1,4,4,4
bus,vent,old,4,1,4,3,4
doll,leg,naked,4,1,3,4,4
giraffe,pattern,young,4,1,4,4,4
apple,stem,rotten,4,1,4,3,4
boy,lip,dear,3,1,3,2,3
ski,part,free,4,1,4,4,4
grill,cover,hot,3,1,3,4,3
man,paper,poor,2,0,2,3,2
bed,bar,warm,2,0,2,2,1
bench,side,hard,4,1,3,4,4
statue,face,greek,4,1,4,4,4
storefront,door,electronic,3,1,2,3,3
grass,flower,green,1,0,1,2,1
girl,necklace,pretty,2,0,2,3,2
sheet,design,clean,4,1,4,4,4
hot dog,mustard,black,0,0,0,0,2
wrist,watch,thin,2,0,2,2,2
man,mole,poor,2,0,0,2,2
road,edge,grey,4,1,4,3,4
bird,back,white,3,1,3,2,3
cap,letter,grey,1,0,1,2,1
bench,base,gray,3,1,3,3,3
box,side,grey,4,1,4,4,4
bench,cushion,long,3,1,3,3,3
van,mirror,old,3,1,4,3,3
chicken,tail,light,3,1,4,3,3
clock,part,antique,4,1,4,3,4
road,arrow,narrow,2,0,4,2,2
cabinet,lock,inner,4,1,4,4,4
microwave,light,white,2,0,2,2,2
surfboard,strap,purple,2,0,2,2,3
bed,pillow,comfortable,2,0,2,2,3
bowl,rim,wooden,3,1,4,3,3
jacket,black,white,0,0,0,0,0
ground,grass,dry,3,1,3,3,4
engine,number,stationary,4,1,4,4,4
structure,door,internal,4,1,4,4,3
trunk,bark,long,4,1,4,1,4
bus,number,public,4,1,4,4,4
male,wetsuit,black,2,0,2,2,2
pitcher,water,young,2,0,2,2,2
cup,shadow,blue,0,0,0,0,0
bird,eye,male,4,1,4,4,4
post,hole,old,4,1,4,4,3
water,shore,warm,3,1,3,4,3
building,post,brown,3,1,2,3,3
boy,cheek,young,4,1,4,4,4
surfboard,star,giant,2,0,2,2,2
hill,tree,low,2,0,2,2,2
room,couch,empty,4,1,2,4,4
laptop,sticker,black,2,0,2,2,1
elephant,mouth,gold,3,1,3,3,4
tree,foilage,green,4,1,3,4,4
bull,face,wild,4,1,4,4,4
splash,part,huge,3,1,3,4,3
racquet,handle,old,4,1,4,4,3
broccoli,head,round,2,0,2,4,2
shower,wall,clear,1,0,1,1,0
guy,wrist,old,4,1,4,4,4
water,bird,warm,2,0,3,2,2
fence,part,barbed,2,0,2,1,2
orange,stem,orange,1,0,1,2,1
chicken,foot,cold,4,1,4,3,4
snowboard,design,red,1,0,1,2,1
bedspread,stripe,old,4,1,4,4,4
clock,sign,framed,2,0,2,2,3
barn,roof,white,2,0,1,2,2
building,balcony,old,4,1,4,4,4
deck,chair,open,2,0,2,2,0
toilet,hole,clear,4,1,2,4,4
cockpit,window,tiny,3,1,4,3,3
hill,rock,low,3,1,3,3,3
goat,ear,young,4,1,4,4,4
door,design,wooden,3,1,3,2,3
surfboard,writing,purple,1,0,1,1,1
trailer,writing,white,1,0,0,1,1
vase,daisy,red,2,0,2,2,0
zebra,nose,dead,4,1,4,4,4
horse,rider,dead,2,0,2,2,1
clock,shadow,tall,4,1,2,4,4
table,lamp,white,2,0,2,2,2
trash can,lid,grey,3,1,3,4,3
lamb,face,immature,4,1,4,4,4
building,detail,fine,4,1,4,4,4
sofa,leg,long,2,0,2,1,2
cabin,roof,wooden,4,1,4,4,3
clock,rim,tall,4,1,4,4,2
shore,grass,sandy,4,1,4,3,4
plate,part,thin,4,1,4,4,2
beach,edge,white,4,1,4,4,3
cow,stomach,old,4,1,4,4,4
water bottle,lid,closed,4,1,4,4,4
boat,sail,tiny,3,1,3,4,3
beach,part,rocky,3,1,3,3,2
girl,controller,old,2,0,2,2,0
zebra,pattern,brown,4,1,4,3,4
sky,blue,cloudless,4,1,4,4,4
brush,handle,thick,2,0,0,2,2
bride,hair,young,4,1,4,4,4
boat,reflection,tiny,4,1,4,4,4
sofa,back,white,3,1,3,3,3
branch,twig,thin,4,1,3,4,4
truck,toolbox,open,2,0,2,2,2,3,2
wall,stain,white,1,0,1,1,0
necklace,stone,beautiful,4,1,4,4,3
monkey,nose,young,4,1,4,4,4
snow,shadow,dirty,0,0,0,0,3
