whole,part,jj,label,bin_label
woman,arm,beautiful,3,1
horizon,tree,far,3,1
fence,pole,high,4,1
girl,body,beautiful,3,1
wetsuit,stripe,dark,2,0
surfboard,symbol,short,2,0
woman,foot,elderly,4,1
bookcase,shelf,empty,4,1
umbrella,color,open,0,0
girl,nose,old,4,1
bus,windshield,black,2,0
bench,leg,long,2,0
sign,lettering,black,1,0
floor,pattern,wooden,3,1
woman,cap,beautiful,2,0
oven,front,moderate,0,1
dog,shadow,old,2,0
microwave,light,stainless,0,0
dove,foot,holy,4,1
scale,dial,round,2,0
roof,tile,flat,2,0
apple,skin,rotten,3,1
boat,canopy,wooden,0,1
dude,hair,caucasian,4,1
bottle,beer,broken,0,0
lake,wave,dirty,4,1
guy,hair,nice,2,0
bridge,edge,metal,3,1
goose,eye,fat,1,0
fork,tip,wooden,4,1
bridge,edge,white,3,1
elephant,face,wild,4,1
donut,hole,golden,2,0
bag,strap,black,3,1
bookcase,book,tall,1,0
kid,jean,poor,2,0
floor,pattern,bare,2,0
hat,logo,white,1,0
ground,leaf,open,0,0
truck,side,open,1,0
couch,leg,soft,1,0
racket,head,tremendous,4,1
leaf,tree,succulent,3,1
building,sign,original,2,0
guy,hair,bald,4,1
refrigerator,side,open,0,0
girl,knee,pretty,2,0
window,reflection,open,0,0
car,edge,open,1,0
saddle,stirrup,old,4,1
tree,limb,bronchial,3,1
woman,face,elderly,4,1
toilet,water,closed,0,0
plane,body,white,4,1
train,lettering,silver,2,0
clock,time,old,0,0
racket,head,terrible,3,1
field,section,grassy,3,1
building,entry,public,4,1
horse,stomach,old,4,1
sand,track,white,4,1
motorcycle,wheel,red,2,0
building,hole,old,3,0
hill,peak,long,3,1
couch,leg,low,4,1
orange,center,bright,3,1
animal,nose,stuffed,4,1
giraffe,neck,brown,4,1
statue,trunk,beautiful,4,1
racket,head,held,1,0
guy,racket,poor,2,0
horse,body,old,4,1
adult,foot,human,4,1
clock,time,antique,2,0
wing,flap,broken,2,1
girl,coat,pretty,2,0
jar,cap,clean,3,1
bathtub,edge,regular,3,1
lake,wave,beautiful,3,1
branch,twig,anterior,4,1
nose,nostril,long,2,1
ocean,foam,open,4,1
fence,pole,metal,3,1
bird,beak,beautiful,3,1
swan,head,wild,4,1
sidewalk,brick,wooden,1,0
guy,racket,nice,2,0
kid,jean,young,3,1
neck,necklace,short,2,0
building,facade,brown,4,1
kid,jean,white,2,0
building,bell,old,3,1
building,entry,original,3,1
duck,breast,white,3,1
girl,jacket,poor,0,0
girl,cap,old,2,0
girl,camera,old,2,0
bridge,guardrail,wooden,3,1
counter,cabinet,long,3,1
child,arm,young,4,1
flower,petal,white,4,1
building,tower,original,4,1
tennis player,neck,professional,0,0
clock,statue,tall,3,1
door,doorknob,white,1,0
counter,cabinet,black,3,1
fire truck,ladder,old,3,1
laptop,light,old,3,1
lake,edge,frozen,4,1
truck,back,white,3,1
window,reflection,high,4,1
tennis player,hair,poor,0,0
dove,foot,beautiful,2,0
water,ripple,blue,4,1
woman,cheek,beautiful,4,1
fire hydrant,bottom,broken,2,0
airplane,back,white,3,1
computer monitor,screen,flat,4,1
tree,branch,green,1,0
teddy,ear,brown,3,1
bike,plate,stationary,4,1
giraffe,neck,young,4,1
pond,water,old,3,1
wine bottle,top,hot,4,1
concrete,line,fresh,3,1
bed,foot,wooden,3,1
truck,toolbox,open,2,0
letter,part,blue,4,1
cage,door,open,4,1
toddler,eye,active,3,1
giraffe,eye,young,4,1
bus,logo,black,1,0
road,curb,old,4,1
room,corner,private,4,1
building,stair,original,3,1
storefront,door,illuminated,4,1
floor,pattern,grey,2,0
truck,emblem,white,1,0
sidewalk,design,white,2,0
floor,pattern,concrete,3,1
dove,foot,wild,4,1
sand,pebble,fine,2,0
flower,stem,dark,2,0
building,bell,public,4,1
finger,fingernail,long,2,0
kite,design,high,4,0
window,line,broken,2,0
woman,purse,beautiful,2,0
train,cart,slow,4,1
background,people,social,2,0
elephant,tail,grey,4,1
guy,hair,poor,0,0
puppy,face,lost,4,1
child,shoe,poor,2,0
bird,back,beautiful,3,1
dove,foot,white,1,0
bottle,beer,empty,4,1
bus,bottom,black,2,0
bus,rim,yellow,1,0
dog,collar,old,2,0
woman,forehead,beautiful,3,1
plate,food,round,2,0
panda,leg,white,2,0
door,doorknob,inner,4,1
jockey,helmet,english,2,0
boat,tarp,white,2,0
face,fur,yellow,4,1
baby,smile,unborn,4,1
bag,tag,black,1,0
car,edge,old,4,1
boy,shoulder,nice,2,0
aircraft,tail,commercial,4,1
door,doorknob,heavy,1,0
horse,neck,black,3,1
balcony,door,narrow,2,0
letter,part,long,2,0
child,cheek,young,4,1
candle,wick,thin,4,1
sink,hole,clean,3,1
window,light,broken,2,0
shore,rock,sandy,2,0
pond,water,muddy,4,1
light,face,dim,4,1
freezer,handle,white,3,1
banana,patch,wild,4,1
oven,front,slow,0,0
face,fur,light,4,1
shirt,pattern,clean,4,1
animal,nose,young,4,1
concrete,line,plain,3,1
sand,track,dry,4,1
surfer,suit,male,0,0
lighthouse,door,old,3,1
horizon,tree,calm,2,0
leaf,stem,dead,4,1
sign,lettering,negative,3,1
cow,thigh,old,4,1
sidewalk,design,wide,3,1
mixer,bowl,static,2,0
room,corner,lit,3,1
puppy,face,newborn,4,1
boat,tarp,old,3,0
horse,part,blue,3,1
window,screen,high,4,1
skater,shirt,black,2,0
sidewalk,design,concrete,3,1
vehicle,wheel,primary,0,0
bus,bottom,public,4,1
horse,part,old,4,1
motorbike,mirror,lightweight,3,1
train,red,electric,0,0
tree,apple,old,1,0
kite,tail,blue,2,0
salad,lettuce,mixed,3,1
cupboard,window,locked,4,1
boat,person,white,2,0
broccoli,top,round,3,1
broccoli,top,green,4,1
clock,time,framed,4,1
girl,camera,poor,0,0
floor,rug,brown,2,0
bus,trim,yellow,2,0
snow,line,dirty,4,1
refrigerator,side,mechanical,0,0
garage,window,closed,2,0
surfboard,symbol,giant,2,0
people,ear,old,4,1
man,drink,poor,2,0
freezer,handle,upright,3,1
airplane,bottom,american,4,1
orange,center,orange,2,0
background,people,cultural,2,0
field,section,empty,4,1
tree,bark,green,1,0
player,hand,poor,3,1
ramp,edge,silver,3,1
ground,leaf,dry,2,0
court,net,open,1,0
sign,back,black,2,0
field,player,empty,0,0
nose,nostril,black,4,1
window,pane,clean,4,1
fire hydrant,rust,red,2,0
scissors,grip,giant,3,1
sink,hole,grey,2,0
refrigerator,door,open,4,1
surfboard,sticker,old,3,1
cat,paw,old,4,1
tree,branch,hollow,1,0
utensil,handle,plastic,3,1
swan,head,beautiful,3,1
refrigerator,door,domestic,4,1
lamb,back,fetal,4,1
girl,kite,beautiful,2,0
utensil,handle,silver,2,1
plate,food,white,2,0
batter,shoe,thin,2,0
sailboat,mast,tall,4,1
wallpaper,stripe,blue,3,1
bicycle,frame,old,4,1
shoe,symbol,white,1,0
woman,bracelet,poor,3,0
statue,trunk,greek,4,1
floor,edge,wooden,3,1
computer monitor,screen,external,4,1
refrigerator,door,tall,4,1
people,coat,american,2,0
leaf,stem,dry,3,1
teddy,ear,old,4,1
city,building,poor,3,1
suv,window,long,2,0
cow,horn,white,2,0
bear,glass,white,2,0
city,building,old,3,1
glass,straw,colored,2,0
building,garage,old,3,1
cart,wheel,laden,1,0
train,number,electric,0,0
train,number,regular,2,0
person,face,looking,4,1
player,hand,key,3,1
sand,track,fine,4,1
couch,leg,old,4,1
television,screen,american,4,1
baby,smile,grey,2,0
bridge,arch,white,3,1
player,hand,red,3,1
girl,nose,pretty,3,1
microwave,light,white,2,0
airplane,door,american,4,1
bus,emblem,black,1,0
table,cup,white,2,0
train,track,red,2,0
snow,line,heavy,2,0
background,people,ethnic,2,0
clock,time,green,1,0
guy,mustache,nice,1,0
ground,patch,firm,3,1
wine bottle,top,broken,3,1
computer monitor,screen,grey,2,0
child,cheek,blonde,0,0
bread,meat,round,2,0
button,part,white,3,1
bridge,support,wooden,2,0
donut,bite,brown,0,0
boat,rope,white,2,0
refrigerator,side,domestic,4,1
female,ring,male,2,0
sailboat,mast,tiny,3,1
car,lettering,silver,0,0
bus,lettering,public,4,1
fire truck,ladder,red,2,0
cake,edge,sweet,4,1
kitten,ear,young,4,1
tree,branch,tall,3,1
ramp,edge,off,0,1
duck,beak,white,1,0
bench,hole,gray,4,1
aircraft,tail,german,4,1
girl,belt,pretty,2,0
wall,spot,posterior,4,1
woman,forehead,poor,0,0
horse,part,hooked,0,0
horse,collar,old,2,0
suit,stripe,dark,1,0
horse,sock,old,4,1
lamb,back,young,4,1
bike,frame,used,4,1
fence,opening,high,3,1
cow,foot,dead,4,1
clock,time,internal,4,1
peak,snow,red,0,0
bus,logo,old,3,1
cupboard,window,white,0,0
motorcycle,number,red,2,0
pillow,print,hard,3,1
ocean,foam,blue,1,0
handle,hole,wooden,0,0
jockey,helmet,yellow,2,0
motorcycle,brake,old,3,1
ramp,edge,metal,3,1
boy,dog,dear,2,0
motorbike,mirror,famous,1,1
peak,snow,broad,3,0
bird,beak,old,4,1
building,garage,original,3,1
dove,beak,white,2,0
tree,leave,old,2,0
cage,door,gilded,3,1
nose,nostril,human,4,1
man,lip,poor,2,0
suit,tie,dark,2,0
truck,toolbox,red,2,0
pillow,print,soft,2,0
boat,person,wooden,0,0
vase,base,black,3,1
plate,dot,white,1,0
monitor,button,white,3,1
bench,hole,long,2,0
apple,skin,shiny,4,1
hat,band,old,4,1
surfboard,spot,giant,2,0
bowl,bean,empty,4,1
floor,edge,bare,3,1
tennis player,neck,poor,0,0
light,pole,bright,2,0
street,lane,narrow,4,1
bear,hump,white,3,1
motorcycle,shield,old,3,1
guy,cap,bald,2,0
snow,line,tall,2,0
refrigerator,dispenser,mechanical,4,1
fire hydrant,hole,open,2,0
monkey,ear,young,4,1
woman,face,beautiful,3,1
library,window,free,0,0
handle,hole,convenient,2,0
building,hole,tall,2,0
building,facade,fine,3,1
hill,peak,bare,3,1
bus,trim,external,4,1
tail,hair,straight,3,1
building,stair,old,3,1
person,clothes,human,0,0
branch,twig,long,2,0
sand,pebble,wet,3,1
head,nose,dark,3,1
beach,rock,white,2,0
aircraft,window,white,0,0
building,hole,fine,0,0
cup,wine,black,2,0
skateboard,wheel,oversized,3,1
guy,hair,young,4,1
cage,door,metal,3,1
city,building,busy,3,1
guy,tie,old,2,0
tire,reflector,old,4,1
hill,peak,tall,4,1
aircraft,window,american,4,1
duck,breast,fat,4,1
apple,skin,golden,4,1
leaf,stem,succulent,3,1
train,lettering,regular,2,0
bookcase,shelf,white,3,1
tennis player,hair,professional,1,0
umbrella,color,white,4,1
man,paper,poor,2,0
hillside,grass,open,4,1
car,edge,private,4,1
horse,body,blue,4,1
elephant,nail,gold,2,0
sheep,ear,fetal,2,0
pole,chain,green,2,0
animal,nose,brown,2,0
bookcase,shelf,low,3,1
building,facade,public,4,1
handle,hole,short,3,1
candle,wick,flickering,4,1
train,number,red,2,0
airplane,door,private,4,1
girl,shadow,poor,0,0
computer monitor,screen,off,4,1
boat,canopy,white,3,1
glass,straw,empty,3,1
fire hydrant,base,open,2,0
bicycle,helmet,old,2,0
suv,plate,white,2,0
sand,pebble,white,3,1
fire hydrant,bottom,open,1,0
airplane,bottom,light,3,1
skateboard,shadow,giant,3,1
vase,base,greek,4,1
sand,pebble,coarse,3,1
tennis court,line,white,1,0
cow,nose,white,2,0
glass,frame,colored,2,0
sidewalk,design,wooden,3,1
ramp,edge,steep,3,1
bus,emblem,old,3,1
airplane,smoke,white,2,0
plane,body,horizontal,4,1
building,facade,old,3,1
teddy,ear,young,4,1
car,edge,silver,4,1
plane,lettering,horizontal,3,1
duck,wing,fat,1,0
train,number,long,1,0
window,light,open,2,0
pillow,print,white,2,0
tail,design,short,2,0
pond,water,concrete,0,0
letter,part,asian,2,0
man,flag,poor,2,0
racket,head,terrific,4,1
lake,wave,green,4,1
panda,leg,female,4,1
banner,part,royal,3,0
batter,nose,thick,2,0
cell phone,screen,black,1,0
man,pocket,poor,2,0
giraffe,lip,young,4,1
girl,lip,pretty,3,1
shore,rock,far,4,1
window,light,square,4,1
sand,ripple,fine,4,1
guy,mustache,old,3,1
horse,part,attached,4,1
boy,wrist,young,4,1
ground,leaf,sandy,2,0
wing,flap,white,3,1
horse,collar,black,2,0
sign,white,black,0,0
banana,stem,ripe,4,1
finger,fingernail,human,4,1
lamb,back,poor,4,1
building,bell,original,3,1
bird,back,dead,4,1
bean,stem,red,3,1
window,pane,open,3,1
guy,cap,young,2,0
glass,drink,clear,2,0
aircraft,window,light,2,0
lamb,ear,immature,4,1
road,curb,long,4,1
girl,skirt,pretty,2,0
shoe,symbol,old,4,1
girl,camera,beautiful,2,0
bread,meat,fresh,2,0
fork,tip,long,1,0
computer monitor,screen,active,4,1
train,track,regular,2,0
people,coat,old,2,0
sidewalk,design,crowded,4,1
car,glass,old,3,1
water,buoy,blue,1,0
window,line,clean,3,1
backpack,pocket,heavy,2,0
bridge,arch,narrow,4,1
woman,hat,beautiful,2,0
window,line,square,0,0
batter,shoe,smooth,2,0
desk,computer,old,2,0
cake,icing,sweet,3,1
train,red,slow,0,0
storefront,door,old,3,1
dog,eyebrow,white,2,0
pole,chain,posterior,4,1
wallpaper,stripe,tan,3,1
wall,light,white,2,0
tail,design,straight,2,0
tree,light,hollow,1,0
shirt,pocket,clean,3,1
batter,nose,slight,2,0
pole,chain,metallic,2,0
girl,cap,pretty,2,0
monitor,button,active,4,1
shelf,item,high,4,1
ground,patch,dirty,3,1
tree,light,green,2,0
head,part,humeral,2,0
motorcycle,pipe,black,2,0
horse,rope,blue,2,0
batter,nose,ready,0,0
animal,beak,young,4,1
street,lane,quiet,4,1
airplane,smoke,light,2,0
face,number,handsome,4,0
racket,head,red,3,1
motorcycle,wheel,indian,3,1
plane,turbine,horizontal,4,1
sand,ripple,white,4,1
glass,temple,empty,0,0
girl,belt,beautiful,2,0
bookcase,book,wooden,2,0
water,ripple,warm,4,1
crust,bubble,golden,3,1
big ben,clock,rare,3,1
hillside,grass,green,4,1
catcher,pant,old,2,0
floor,edge,polished,3,1
motorcycle,pipe,old,3,1
field,section,open,3,1
window,light,high,4,1
wave,splash,white,2,0
plant,stem,young,4,1
orange,navel,deep,2,0
city,building,american,3,1
bridge,support,narrow,2,0
toddler,eye,healthy,3,1
sidewalk,design,public,4,1
microwave,light,private,4,1
building,entry,old,3,1
photo,horse,original,2,0
case,wheel,black,2,0
fork,tip,plastic,4,1
elephant,eyelash,grey,1,0
child,arm,dear,0,0
boy,bracelet,nice,2,0
racket,letter,tremendous,2,0
roof,tile,green,3,1
horse,body,dead,4,1
kid,jacket,poor,0,0
giraffe,neck,stuffed,4,1
window,reflection,brown,3,1
girl,jacket,old,2,0
branch,needle,thin,3,1
oven,front,black,4,1
pond,water,shallow,4,1
motorcycle,number,indian,2,0
bench,hole,concrete,3,1
boat,keel,wooden,4,1
phone,keyboard,white,3,1
girl,body,poor,3,1
boat,canopy,open,2,0
hydrant,bottom,broken,2,0
shirt,blue,white,2,0
library,window,national,0,0
road,curb,empty,2,0
glass,frame,used,3,1
building,bell,tall,2,0
concrete,line,gray,2,0
train,cart,electric,2,1
tree,light,tall,1,0
bird,back,old,4,1
tree,apple,green,2,0
dove,foot,gentle,3,1
people,ear,american,4,1
truck,rim,white,2,0
baby,smile,young,4,1
girl,shadow,old,0,0
kid,jacket,white,2,0
snow,line,white,4,1
pencil,eraser,sharp,0,0
table,spot,white,2,0
boy,body,nice,2,0
bed,rail,wooden,3,1
shore,rock,american,4,1
kite,design,long,3,1
horse,leg,dead,4,1
guy,tie,nice,2,0
cupboard,window,open,4,1
fence,opening,low,3,1
paper,lettering,printed,4,1
baseball player,arm,defensive,1,0
child,shoe,dear,2,0
truck,crane,white,2,0
donut,hole,blue,2,0
black cat,eye,white,2,0
plane,middle,horizontal,4,1
tail,hair,grey,3,1
banner,part,national,2,0
bridge,support,long,2,0
black cat,eye,old,4,1
cell phone,screen,smart,4,1
bridge,support,white,3,1
balcony,door,white,2,0
girl,hair,poor,2,0
goose,eye,silly,0,0
bathtub,edge,old,4,1
polar bear,fur,tall,2,0
vase,base,crystal,3,1
bean,stem,old,4,1
monitor,button,external,4,1
elephant,reflection,red,2,0
branch,twig,smooth,2,0
cow,foot,white,3,1
lamb,back,white,4,1
woman,foot,poor,2,0
scissors,grip,curved,2,0
bike,plate,silver,2,0
lamb,ear,white,3,1
boy,dog,young,2,0
baseball player,arm,professional,0,0
cow,shadow,white,0,0
clock face,hand,handsome,3,1
player,hand,professional,4,1
polar bear,fur,white,4,1
giraffe,eye,brown,2,0
plate,food,thin,2,0
bathtub,edge,huge,4,1
giraffe,bump,brown,3,1
sink,hole,dry,3,1
aircraft,window,german,4,1
racket,white,red,2,0
ground,patch,open,3,1
tree,limb,tall,3,1
parking meter,sign,sound,2,0
banana,stem,wild,4,1
parking meter,sign,black,1,0
people,pant,old,2,0
big ben,clock,dear,3,1
girl,nose,poor,2,0
bridge,arch,old,3,1
lamb,ear,young,4,1
bed,foot,dry,3,1
plate,food,empty,4,0
fence,pole,white,2,0
boy,bang,nice,2,0
library,window,white,1,0
tree,limb,green,1,0
bear,fish,fake,2,0
guy,mustache,young,3,1
ear,hair,human,4,1
bed,rail,dry,3,1
suv,window,white,1,0
man,sandwich,poor,2,0
dog,collar,white,2,0
motorcycle,wheel,old,3,1
baby,hat,grey,2,0
cart,wheel,old,3,1
bookcase,book,white,2,0
horse,stomach,dead,4,1
elephant,tail,wild,4,1
flower,stem,white,1,0
pond,water,frozen,4,1
fire hydrant,knob,broken,2,0
horizon,tree,political,0,0
apple,end,liquid,4,1
horse,rope,dead,0,0
storefront,door,electronic,3,1
skateboard,tire,old,3,1
oven,control,moderate,4,1
light,face,bright,4,1
plant,stem,green,4,1
bathtub,edge,white,4,1
head,part,fuzzy,3,1
engine,roof,internal,0,0
street,lane,public,4,1
carrot,leaf,thin,2,0
dove,beak,beautiful,3,1
animal,nose,furry,2,0
goose,eye,old,4,1
bike,frame,stationary,4,1
person,waist,human,4,1
leaf,stem,reddish,2,0
plate,food,dirty,2,0
kid,jacket,smart,2,0
face,fur,beautiful,4,0
tail,hair,bushy,3,1
plate,dot,empty,1,1
jockey,helmet,famous,2,0
man,beard,poor,2,0
bed,rail,narrow,3,1
bed,foot,narrow,4,1
concrete,line,wet,4,1
building,facade,tall,4,1
sign,back,negative,0,0
cupboard,window,dark,1,0
girl,coat,old,2,0
person,face,responsible,4,0
ear,hair,furry,4,1
horse,sock,black,2,0
building,sign,old,3,1
thumb,fingernail,human,3,1
cow,nose,old,4,1
vase,base,golden,3,1
person,thigh,responsible,2,0
batter,shoe,thick,2,0
apple,end,green,3,1
head,stripe,dark,1,0
sofa,leg,old,4,1
library,window,wooden,2,0
hand,food,open,2,0
broccoli,top,chinese,4,1
fork,tip,stable,4,1
bus,bottom,old,4,1
wall,spot,anterior,4,1
tree,root,green,2,0
hill,peak,steep,4,1
shore,rock,green,1,0
airplane,door,light,2,0
female,ring,young,2,0
lake,edge,beautiful,3,1
racket,head,infernal,3,1
leaf,stem,green,3,1
car,lettering,white,0,0
lamb,ear,poor,0,0
refrigerator,side,white,4,1
cow,foot,old,4,1
ramp,edge,long,4,1
boat,keel,old,4,1
dog,blanket,shaggy,2,0
plane,body,focal,1,0
motorcycle,pipe,used,3,1
head,stripe,humeral,1,0
light,pole,white,2,0
goose,eye,white,2,0
hydrant,bottom,public,4,1
railroad,track,american,4,1
peak,snow,high,2,0
racket,letter,black,2,0
bus,rim,old,3,1
street,lane,busy,4,1
toothbrush,bristle,white,2,0
refrigerator,door,white,3,1
woman,chest,beautiful,2,0
wall,spot,lateral,2,0
sand,track,wet,4,1
tree,hole,old,3,1
window,screen,broken,2,0
cow,shadow,dead,2,0
girl,jacket,beautiful,2,0
glass,straw,broken,2,0
toddler,eye,typical,3,1
truck,door,white,3,1
snow,line,fresh,3,1
man,pole,poor,0,0
wallpaper,stripe,old,4,1
skateboard,shadow,old,0,0
guy,tie,poor,3,1
utensil,handle,metal,2,0
woman,face,poor,2,0
mouse,light,white,1,0
door,reflection,inner,0,0
surfboard,symbol,miniature,2,0
building,stair,public,3,1
train,track,fast,2,0
bridge,support,old,3,1
zebra,mouth,young,4,1
giraffe,eye,tall,2,0
woman,chest,poor,2,0
television,screen,black,2,0
bathtub,edge,empty,4,1
sidewalk,brick,narrow,2,0
bicycle,helmet,high,2,0
truck,side,old,4,1
plant,stem,old,4,1
engine,roof,yellow,2,0
fire hydrant,hole,broken,2,0
puppy,face,stuffed,4,1
floor,edge,concrete,3,1
bed,rail,warm,2,0
skateboard,wheel,old,3,1
head,part,dark,3,1
child,arm,poor,0,0
elephant,face,young,4,1
pillow,print,striped,2,0
collar,stripe,cervical,0,0
tail,design,long,3,1
car,glass,open,2,0
room,corner,darkened,4,1
dude,hair,young,4,1
he,coat,brown,2,0
lighthouse,door,distant,4,1
cupboard,window,closed,4,1
collar,stripe,white,2,0
man,stomach,poor,2,0
plane,lettering,white,1,0
train,lettering,red,2,0
street,lane,paved,4,1
bench,hole,wooden,3,1
fork,tip,metal,4,1
building,facade,original,3,1
hill,peak,rocky,3,1
airport,window,terminal,0,0
boat,rope,old,2,0
clock,statue,old,3,1
girl,coat,beautiful,2,0
girl,skirt,beautiful,2,0
batter,shoe,stiff,2,0
hillside,grass,low,4,1
hat,band,white,2,0
man,spectacle,poor,0,0
boy,body,young,4,1
banner,writing,sacred,4,1
girl,lip,old,4,1
glass,frame,empty,0,0
building,tower,fine,4,1
bookcase,book,low,3,1
branch,twig,thin,4,1
snow,line,high,2,0
field,player,external,4,1
dog,tooth,old,4,1
kitten,ear,white,3,1
bus,trim,colorful,3,1
lake,edge,shallow,4,1
wall,logo,white,1,0
backpack,logo,red,2,0
rack,towel,black,2,0
cupboard,window,old,3,1
building,sign,tall,2,0
person,band,human,0,0
wave,ripple,white,4,1
background,people,historical,2,0
guy,cap,nice,2,0
shirt,pattern,white,2,0
window,screen,square,4,1
jar,cap,white,2,0
ocean,foam,wide,3,1
sand,track,dirty,4,1
bike,plate,used,2,0
branch,twig,brown,4,1
sofa,leg,white,2,0
microwave,light,terrestrial,4,1
cell phone,screen,secure,4,1
neck,necklace,long,2,0
counter,cabinet,electronic,2,0
puppy,face,white,2,1
oven,control,slow,2,0
table,glass,long,2,0
skateboard,wheel,motorized,4,1
letter,part,private,0,0
vehicle,mirror,yellow,2,0
apple,skin,liquid,3,1
toy,hat,pretty,3,1
statue,trunk,armless,2,0
baby,hat,poor,2,0
wall,light,anterior,4,1
window,line,brown,3,1
bicycle,helmet,white,2,0
panda,leg,young,4,1
racket,letter,terrible,2,0
motorcycle,brake,red,2,0
girl,cap,beautiful,2,0
dog,tooth,dead,4,1
sidewalk,brick,wide,2,0
train,track,long,4,1
train,track,slow,2,0
face,number,light,1,0
fence,pole,barbed,2,0
engine,roof,old,3,1
table,glass,white,2,0
woman,smile,elderly,4,1
city,building,ancient,3,0
bridge,arch,wooden,3,1
balcony,door,high,4,1
surfboard,spot,old,2,0
apple,end,golden,3,1
plate,food,flat,2,0
kite,tail,long,3,1
toothbrush,bristle,soft,4,1
television,screen,long,4,1
sidewalk,brick,concrete,4,1
cake,edge,round,4,1
hand,food,human,0,0
female,ring,human,0,0
aircraft,tail,white,3,1
car,glass,silver,1,0
girl,nose,beautiful,3,1
train,red,red,4,1
bottle,beer,white,2,0
girl,body,old,4,1
ramp,edge,concrete,4,1
locomotive,headlight,red,0,0
vehicle,wheel,suitable,4,1
elephant,tail,young,4,1
