whole,part,jj,label,bin_label
parking meter,sign,black,1,0
storefront,door,empty,3,1
branch,twig,brown,4,1
cage,door,metal,3,1
guy,cap,old,2,0
lamb,back,fetal,4,1
elephant,reflection,red,2,0
racket,head,tremendous,4,1
cooler,drink,red,2,0
clock,statue,antique,3,1
tree,bark,green,1,0
road,curb,narrow,2,0
cow,shadow,dead,2,0
pond,water,old,3,1
duck,wing,fat,1,0
vehicle,mirror,suitable,3,1
lake,edge,shallow,4,1
shirt,pattern,white,2,0
kite,tail,long,3,1
window,screen,broken,2,0
sand,pebble,coarse,3,1
bike,frame,stationary,4,1
microwave,light,reflective,2,0
motorcycle,shield,indian,3,1
computer monitor,screen,flat,4,1
road,curb,long,4,1
bathtub,edge,porcelain,4,1
dove,foot,beautiful,2,0
apple,end,green,3,1
surfboard,symbol,white,2,0
wine bottle,top,hot,3,1
toddler,eye,active,3,1
aircraft,window,light,2,0
surfboard,symbol,old,3,1
bus,windshield,black,2,0
boy,body,young,4,1
motorbike,mirror,old,3,1
tree,apple,old,1,0
people,ear,young,4,1
woman,chest,beautiful,2,0
person,face,looking,4,1
sidewalk,design,wide,3,1
pond,water,shallow,4,1
dog,blanket,white,2,0
counter,cabinet,long,3,1
microwave,light,white,2,0
tail,design,grey,2,0
light,pole,white,2,0
donut,hole,round,4,1
sidewalk,brick,concrete,4,1
bus,trim,old,3,1
man,paper,poor,2,0
people,pant,old,2,0
backpack,pocket,green,3,1
microwave,light,digital,4,1
short,pocket,long,2,0
cage,door,open,4,1
table,cup,metal,2,0
bridge,arch,long,3,1
building,bell,tall,2,0
car,glass,old,3,1
truck,door,old,4,1
railroad,track,american,4,1
bird,feather,old,3,1
car,edge,used,4,1
baby,smile,grey,2,0
sign,back,black,2,0
table,cup,white,2,0
bird,back,white,3,1
sand,ripple,fine,4,1
wing,flap,broken,3,1
kitten,ear,young,4,1
calf,head,young,4,1
table,spot,above,4,1
vehicle,mirror,electric,3,1
broccoli,top,green,4,1
cake,decoration,square,2,0
utensil,handle,useful,4,1
building,facade,original,3,1
child,shoe,poor,2,0
background,people,educational,2,0
hill,peak,rocky,3,1
boat,rope,old,2,0
window,screen,clean,2,0
pillow,print,white,2,0
banana,stem,ripe,4,1
airplane,door,light,2,0
plate,pizza,white,1,0
saddle,stirrup,high,4,1
window,light,square,4,1
person,thigh,human,4,1
dove,foot,holy,4,1
garage,window,closed,2,0
sidewalk,brick,wide,2,0
floor,pattern,concrete,3,1
truck,toolbox,old,2,0
bike,frame,red,4,1
tail,hair,short,3,1
flower,petal,white,4,1
train,lettering,regular,2,0
train,number,slow,2,0
bridge,arch,narrow,4,1
racket,head,awful,3,1
dog,collar,old,2,0
goose,eye,old,4,1
refrigerator,door,tall,4,1
window,line,clean,3,1
bowl,bean,empty,4,1
utensil,handle,silver,2,1
building,sign,public,4,1
girl,kite,old,2,0
boy,dog,young,2,0
orange,navel,deep,2,0
window,line,brown,3,1
train,red,red,4,1
bus,stripe,black,1,0
refrigerator,side,white,4,1
plane,door,horizontal,3,1
monitor,button,white,3,1
bowl,salad,golden,2,0
bear,fish,white,2,0
person,clothes,human,0,0
airplane,door,private,4,1
surfboard,spot,giant,2,0
sidewalk,design,narrow,4,1
counter,cabinet,wooden,4,1
person,thigh,responsible,2,0
bookcase,book,white,2,0
concrete,line,wet,4,1
ramp,edge,metal,3,1
skateboard,wheel,wooden,1,0
train,number,red,2,0
airplane,back,american,4,1
storefront,door,virtual,4,1
ocean,foam,wide,3,1
banner,writing,royal,4,1
statue,trunk,beautiful,4,1
